district,date,centx,centy,ipc,area,pop,closest_district,date_future,conflict_count,fatalities,fatalities_per_pop,fatalities_per_area,fatalities_per_poparea,conflicts_per_pop,conflicts_per_area,conflicts_per_poparea
Mundri West,2015-04-01,30.20821,5.213937,1.0,5898.654,46100.0,Mundri West,2015-04-01,2,4.5,9.761388286334057e-05,0.0007628859058354668,0.5757905206073753,4.3383947939262474e-05,0.00033906040259354083,0.2559068980477224
Mundri West,2015-07-01,30.20821,5.213937,2.0,5898.654,46100.0,Mundri West,2015-07-01,3,2.67,5.7917570498915397e-05,0.00045264563746237694,0.3416357088937093,6.50759219088937e-05,0.0005085906038903112,0.3838603470715835
Mundri West,2015-10-01,30.20821,5.213937,1.0,5898.654,46100.0,Mundri West,2015-10-01,8,9.0,0.00019522776572668114,0.0015257718116709336,1.1515810412147507,0.0001735357917570499,0.0013562416103741633,1.0236275921908895
Mundri West,2016-02-01,30.20821,5.213937,2.0,5898.654,92099.0,Mundri West,2016-02-01,6,0.0,0.0,0.0,0.0,6.514728715838391e-05,0.0010171812077806224,0.38428130598594995
Mundri West,2016-06-01,30.20821,5.213937,3.0,5898.654,92099.0,Mundri West,2016-06-01,7,1.57,1.7046873473110457e-05,0.0002661624160359295,0.10055360839965691,7.60051683514479e-05,0.0011867114090773929,0.4483281903169416
Mundri West,2016-10-01,30.20821,5.213937,3.0,5898.654,92099.0,Mundri West,2016-10-01,3,0.33,3.5831007937111154e-06,5.594496642793423e-05,0.021135471829227245,3.2573643579191955e-05,0.0005085906038903112,0.19214065299297498
Mundri West,2017-02-01,30.20821,5.213937,3.0,5898.654,138098.0,Mundri West,2017-02-01,10,1.7,1.2310098625613694e-05,0.00028820134220450966,0.07261301249837072,7.241234485655115e-05,0.001695302012967704,0.4271353676374749
Mundri West,2017-06-01,30.20821,5.213937,3.0,5898.654,138098.0,Mundri West,2017-06-01,2,0.0,0.0,0.0,0.0,1.448246897131023e-05,0.00033906040259354083,0.08542707352749497
Mundri West,2017-10-01,30.20821,5.213937,2.0,5898.654,138098.0,Mundri West,2017-10-01,5,0.8,5.792987588524092e-06,0.00013562416103741633,0.03417082941099799,3.6206172428275575e-05,0.000847651006483852,0.21356768381873745
Mundri West,2018-02-01,30.20821,5.213937,4.0,5898.654,184097.0,Mundri West,2018-02-01,2,0.5,2.715959521339294e-06,8.476510064838521e-05,0.016020505494386113,1.0863838085357175e-05,0.00033906040259354083,0.06408202197754445
Mundri West,2018-06-01,30.20821,5.213937,3.0,5898.654,184097.0,Mundri West,2018-06-01,19,1.05,5.703514994812518e-06,0.00017800671136160892,0.03364306153821084,0.00010320646181089317,0.003221073824638638,0.6087792087866722
Mundri West,2018-10-01,30.20821,5.213937,3.0,5898.654,184097.0,Mundri West,2018-10-01,1,2.0,1.0863838085357175e-05,0.00033906040259354083,0.06408202197754445,5.431919042678588e-06,0.00016953020129677042,0.032041010988772226
Mundri West,2019-02-01,30.20821,5.213937,3.0,5898.654,230096.0,Mundri West,2019-02-01,5,0.2,8.692024198595369e-07,3.390604025935408e-05,0.005127124330714137,2.173006049648842e-05,0.000847651006483852,0.12817810826785342
Mundri West,2019-06-01,30.20821,5.213937,3.0,5898.654,230096.0,Mundri West,2019-06-01,1,7.0,3.0422084695083792e-05,0.0011867114090773929,0.1794493515749948,4.346012099297684e-06,0.00016953020129677042,0.025635621653570684
Mundri West,2019-10-01,30.20821,5.213937,2.0,5898.654,230096.0,Mundri West,2019-10-01,1,10.0,4.346012099297684e-05,0.001695302012967704,0.25635621653570684,4.346012099297684e-06,0.00016953020129677042,0.025635621653570684
Mundri West,2020-02-01,30.20821,5.213937,3.0,5898.654,44607.48,Mundri West,2020-02-01,1,0.0,0.0,0.0,0.0,2.241776491296975e-05,0.00016953020129677042,0.13223463867494867
Mundri East,2012-04-01,30.68256,5.307882,2.0,5102.122,60884.0,Mundri East,2012-04-01,2,0.0,0.0,0.0,0.0,3.2849352867748506e-05,0.0003919937625952496,0.16760140595230275
Mundri East,2014-07-01,30.68256,5.307882,2.0,5102.122,63704.0,Mundri East,2014-07-01,1,0.0,0.0,0.0,0.0,1.5697601406505087e-05,0.0001959968812976248,0.08009107748336054
Mundri East,2015-10-01,30.68256,5.307882,2.0,5102.122,65114.0,Mundri East,2015-10-01,1,0.0,0.0,0.0,0.0,1.5357680375956016e-05,0.0001959968812976248,0.07835675891513345
Mundri East,2016-02-01,30.68256,5.307882,2.0,5102.122,74647.0,Mundri East,2016-02-01,7,0.57,7.635939823435637e-06,0.00011171822233964611,0.03895949656382708,9.377469958605169e-05,0.0013719781690833734,0.4784499578013852
Mundri East,2016-06-01,30.68256,5.307882,3.0,5102.122,74647.0,Mundri East,2016-06-01,10,5.4,7.23404825378113e-05,0.001058383159007174,0.3690899674467829,0.0001339638565515024,0.001959968812976248,0.6834999397162645
Mundri East,2016-10-01,30.68256,5.307882,3.0,5102.122,74647.0,Mundri East,2016-10-01,2,1.0,1.339638565515024e-05,0.0001959968812976248,0.06834999397162646,2.679277131030048e-05,0.0003919937625952496,0.13669998794325292
Mundri East,2017-02-01,30.68256,5.307882,3.0,5102.122,84180.0,Mundri East,2017-02-01,6,0.0,0.0,0.0,0.0,7.127583749109053e-05,0.0011759812877857488,0.36365801853171775
Mundri East,2017-06-01,30.68256,5.307882,2.0,5102.122,84180.0,Mundri East,2017-06-01,3,3.67,4.359705393205037e-05,0.000719308554362283,0.2224374880019007,3.563791874554526e-05,0.0005879906438928744,0.18182900926585888
Mundri East,2017-10-01,30.68256,5.307882,2.0,5102.122,84180.0,Mundri East,2017-10-01,5,0.2,2.3758612497030174e-06,3.9199376259524956e-05,0.012121933951057259,5.9396531242575434e-05,0.000979984406488124,0.30304834877643144
Mundri East,2018-02-01,30.68256,5.307882,4.0,5102.122,93714.0,Mundri East,2018-02-01,7,2.57,2.7423864097146637e-05,0.0005037119849348957,0.139919900335062,7.469534968094416e-05,0.0013719781690833734,0.3811047869048381
Mundri East,2018-06-01,30.68256,5.307882,3.0,5102.122,93714.0,Mundri East,2018-06-01,5,0.4,4.2683056960539515e-06,7.839875251904991e-05,0.021777416394562182,5.335382120067439e-05,0.000979984406488124,0.27221770493202724
Mundri East,2019-02-01,30.68256,5.307882,3.0,5102.122,103247.0,Mundri East,2019-02-01,2,6.5,6.29558243823065e-05,0.001273979728434561,0.32120829660910244,1.937102288686354e-05,0.0003919937625952496,0.09883332203356998
Mundri East,2019-06-01,30.68256,5.307882,3.0,5102.122,103247.0,Mundri East,2019-06-01,5,3.8,3.680494348504073e-05,0.0007447881489309741,0.18778331186378294,4.842755721715885e-05,0.000979984406488124,0.24708330508392495
Mundri East,2019-10-01,30.68256,5.307882,2.0,5102.122,103247.0,Mundri East,2019-10-01,4,0.75,7.264133582573828e-06,0.0001469976609732186,0.03706249576258874,3.874204577372708e-05,0.0007839875251904991,0.19766664406713996
Mundri East,2020-02-01,30.68256,5.307882,3.0,5102.122,63020.46,Mundri East,2020-02-01,2,1.0,1.5867862595734783e-05,0.0001959968812976248,0.08095977084267554,3.1735725191469565e-05,0.0003919937625952496,0.16191954168535108
Lafon,2016-06-01,32.67142,5.249238,3.0,16314.18,311840.0,Lafon,2016-06-01,2,1.5,4.810159055926116e-06,9.19445537563028e-05,0.07847380066700872,6.413545407901488e-06,0.00012259273834173707,0.1046317342226783
Lafon,2017-02-01,32.67142,5.249238,3.0,16314.18,282080.0,Lafon,2017-02-01,3,0.0,0.0,0.0,0.0,1.0635280771412365e-05,0.0001838891075126056,0.1735058848553602
Lafon,2017-10-01,32.67142,5.249238,3.0,16314.18,282080.0,Lafon,2017-10-01,1,3.0,1.0635280771412365e-05,0.0001838891075126056,0.1735058848553602,3.5450935904707885e-06,6.129636917086853e-05,0.057835294951786735
Lafon,2019-10-01,32.67142,5.249238,3.0,16314.18,222558.0,Lafon,2019-10-01,1,0.0,0.0,0.0,0.0,4.49321075854384e-06,6.129636917086853e-05,0.07330304909282076
Ezo,2014-04-01,27.8941,5.460567,1.0,8133.766,105838.0,Ezo,2014-04-01,2,1.5,1.4172603412762901e-05,0.00018441641915934145,0.11527663977021485,1.8896804550350536e-05,0.00024588855887912195,0.15370218636028649
Ezo,2014-07-01,27.8941,5.460567,1.0,8133.766,105838.0,Ezo,2014-07-01,2,1.0,9.448402275175268e-06,0.00012294427943956098,0.07685109318014324,1.8896804550350536e-05,0.00024588855887912195,0.15370218636028649
Ezo,2015-01-01,27.8941,5.460567,1.0,8133.766,108176.0,Ezo,2015-01-01,1,1.0,9.244194645762461e-06,0.00012294427943956098,0.07519011610708475,9.244194645762461e-06,0.00012294427943956098,0.07519011610708475
Ezo,2015-04-01,27.8941,5.460567,1.0,8133.766,108176.0,Ezo,2015-04-01,2,0.0,0.0,0.0,0.0,1.8488389291524923e-05,0.00024588855887912195,0.1503802322141695
Ezo,2015-07-01,27.8941,5.460567,1.0,8133.766,108176.0,Ezo,2015-07-01,1,0.0,0.0,0.0,0.0,9.244194645762461e-06,0.00012294427943956098,0.07519011610708475
Ezo,2016-06-01,27.8941,5.460567,2.0,8133.766,201309.0,Ezo,2016-06-01,6,0.67,3.3282168209071627e-06,8.237266722450585e-05,0.02707093681852277,2.98049267543925e-05,0.0007376656766373658,0.24242629986736808
Ezo,2017-02-01,27.8941,5.460567,2.0,8133.766,294441.0,Ezo,2017-02-01,2,0.0,0.0,0.0,0.0,6.792532290000373e-06,0.00024588855887912195,0.05524886819430718
Ezo,2017-06-01,27.8941,5.460567,3.0,8133.766,294441.0,Ezo,2017-06-01,2,3.0,1.0188798435000561e-05,0.0003688328383186829,0.08287330229146077,6.792532290000373e-06,0.00024588855887912195,0.05524886819430718
Ezo,2018-10-01,27.8941,5.460567,2.0,8133.766,387574.0,Ezo,2018-10-01,5,2.2,5.676335357892945e-06,0.0002704774147670342,0.04616998353862747,1.290076217702942e-05,0.0006147213971978049,0.10493178076960787
Ezo,2019-02-01,27.8941,5.460567,3.0,8133.766,480707.0,Ezo,2019-02-01,1,1.0,2.080269270054316e-06,0.00012294427943956098,0.016920423459612612,2.080269270054316e-06,0.00012294427943956098,0.016920423459612612
Ezo,2019-06-01,27.8941,5.460567,3.0,8133.766,480707.0,Ezo,2019-06-01,1,3.0,6.240807810162948e-06,0.0003688328383186829,0.05076127037883783,2.080269270054316e-06,0.00012294427943956098,0.016920423459612612
Ezo,2019-10-01,27.8941,5.460567,2.0,8133.766,480707.0,Ezo,2019-10-01,3,5.0,1.0401346350271579e-05,0.0006147213971978049,0.08460211729806305,6.240807810162948e-06,0.0003688328383186829,0.05076127037883783
Ezo,2020-02-01,27.8941,5.460567,3.0,8133.766,104866.6,Ezo,2020-02-01,1,0.0,0.0,0.0,0.0,9.535924689081174e-06,0.00012294427943956098,0.07756298001460903
Terekeka,2012-07-01,31.32576,5.662623,2.0,10719.09,188198.0,Terekeka,2012-07-01,2,7.0,3.719486923346688e-05,0.0006530405099686633,0.39869515085176255,1.0627105495276252e-05,0.00018658300284818952,0.11391290024336072
Terekeka,2013-01-01,31.32576,5.662623,1.0,10719.09,194134.0,Terekeka,2013-01-01,2,0.5,2.575540605973194e-06,4.664575071204738e-05,0.027607451554081203,1.0302162423892775e-05,0.00018658300284818952,0.11042980621632481
Terekeka,2014-07-01,31.32576,5.662623,2.0,10719.09,200069.0,Terekeka,2014-07-01,5,0.8,3.998620475935802e-06,7.463320113927582e-05,0.0428615727573987,2.4991377974598765e-05,0.00046645750712047385,0.26788482973374184
Terekeka,2014-10-01,31.32576,5.662623,1.0,10719.09,200069.0,Terekeka,2014-10-01,3,2.33,1.1645982136163024e-05,0.00021736919831814083,0.12483433065592371,1.4994826784759258e-05,0.0002798745042722843,0.1607308978402451
Terekeka,2015-01-01,31.32576,5.662623,1.0,10719.09,206005.0,Terekeka,2015-01-01,1,0.0,0.0,0.0,0.0,4.854251110409941e-06,9.329150142409476e-05,0.0520331545350841
Terekeka,2015-07-01,31.32576,5.662623,2.0,10719.09,206005.0,Terekeka,2015-07-01,6,5.33,2.587315841848499e-05,0.0004972437025904252,0.27733671367199825,2.9125506662459647e-05,0.0005597490085445686,0.3121989272105046
Terekeka,2015-10-01,31.32576,5.662623,1.0,10719.09,206005.0,Terekeka,2015-10-01,2,1.0,4.854251110409941e-06,9.329150142409476e-05,0.0520331545350841,9.708502220819882e-06,0.00018658300284818952,0.1040663090701682
Terekeka,2017-06-01,31.32576,5.662623,3.0,10719.09,157262.0,Terekeka,2017-06-01,1,0.0,0.0,0.0,0.0,6.358815225547176e-06,9.329150142409476e-05,0.06816071269601048
Terekeka,2017-10-01,31.32576,5.662623,2.0,10719.09,157262.0,Terekeka,2017-10-01,10,4.0,2.5435260902188705e-05,0.00037316600569637905,0.27264285078404193,6.358815225547175e-05,0.0009329150142409477,0.6816071269601048
Terekeka,2018-06-01,31.32576,5.662623,3.0,10719.09,132891.0,Terekeka,2018-06-01,7,7.14,5.3728243447637535e-05,0.0006661013201680366,0.575917877057137,5.267474847807602e-05,0.0006530405099686633,0.5646253696638599
Terekeka,2018-10-01,31.32576,5.662623,2.0,10719.09,132891.0,Terekeka,2018-10-01,1,22.0,0.00016554920950252462,0.0020524130313300847,1.7745368760864169,7.524964068296574e-06,9.329150142409476e-05,0.08066076709483713
Terekeka,2019-02-01,31.32576,5.662623,3.0,10719.09,108520.0,Terekeka,2019-02-01,4,5.5,5.0681901953556945e-05,0.0005131032578325212,0.5432638684113528,3.6859565057132324e-05,0.00037316600569637905,0.39510099520825653
Terekeka,2019-06-01,31.32576,5.662623,3.0,10719.09,108520.0,Terekeka,2019-06-01,1,0.0,0.0,0.0,0.0,9.214891264283081e-06,9.329150142409476e-05,0.09877524880206413
Terekeka,2020-02-01,31.32576,5.662623,3.0,10719.09,207793.6,Terekeka,2020-02-01,1,3.0,1.4437403269398095e-05,0.0002798745042722843,0.15475582501097243,4.812467756466031e-06,9.329150142409476e-05,0.05158527500365748
Mvolo,2015-01-01,30.03237,5.917979,1.0,5735.812,64941.0,Mvolo,2015-01-01,1,1.0,1.5398592568639225e-05,0.0001743432316121937,0.0883234320383117,1.5398592568639225e-05,0.0001743432316121937,0.0883234320383117
Mvolo,2015-04-01,30.03237,5.917979,1.0,5735.812,64941.0,Mvolo,2015-04-01,1,2.0,3.079718513727845e-05,0.0003486864632243874,0.1766468640766234,1.5398592568639225e-05,0.0001743432316121937,0.0883234320383117
Mvolo,2016-10-01,30.03237,5.917979,3.0,5735.812,66656.0,Mvolo,2016-10-01,3,0.0,0.0,0.0,0.0,4.500720115218435e-05,0.0005230296948365811,0.25815284445511283
Mvolo,2017-10-01,30.03237,5.917979,2.0,5735.812,68370.0,Mvolo,2017-10-01,5,4.0,5.850519233581981e-05,0.0006973729264487748,0.33557478426210324,7.313149041977475e-05,0.0008717161580609685,0.41946848032762907
Mvolo,2018-02-01,30.03237,5.917979,4.0,5735.812,70084.0,Mvolo,2018-02-01,3,0.0,0.0,0.0,0.0,4.280577592603162e-05,0.0005230296948365811,0.24552588322584326
Mvolo,2018-06-01,30.03237,5.917979,4.0,5735.812,70084.0,Mvolo,2018-06-01,5,2.0,2.8537183950687746e-05,0.0003486864632243874,0.16368392215056218,7.134295987671936e-05,0.0008717161580609685,0.40920980537640544
Mvolo,2019-10-01,30.03237,5.917979,2.0,5735.812,71798.0,Mvolo,2019-10-01,1,0.0,0.0,0.0,0.0,1.392796456725814e-05,0.0001743432316121937,0.07988818630045405
Mvolo,2020-02-01,30.03237,5.917979,2.0,5735.812,62683.86,Mvolo,2020-02-01,1,1.0,1.595306989709951e-05,0.0001743432316121937,0.09150380975262212,1.595306989709951e-05,0.0001743432316121937,0.09150380975262212
Awerial,2012-04-01,31.22946,6.150162,1.0,4565.223,56077.0,Awerial,2012-04-01,2,19.5,0.00034773614851008435,0.004271423323679917,1.5874930631096529,3.566524600103429e-05,0.00043809469986460684,0.16281980134457977
Awerial,2012-07-01,31.22946,6.150162,2.0,4565.223,56077.0,Awerial,2012-07-01,2,0.0,0.0,0.0,0.0,3.566524600103429e-05,0.00043809469986460684,0.16281980134457977
Awerial,2012-10-01,31.22946,6.150162,2.0,4565.223,56077.0,Awerial,2012-10-01,6,2.17,3.8696791911122205e-05,0.0004753327493530984,0.17665948445886906,0.00010699573800310287,0.0013142840995938206,0.48845940403373933
Awerial,2013-04-01,31.22946,6.150162,2.0,4565.223,56532.0,Awerial,2013-04-01,7,2.43,4.298450435151773e-05,0.0005322850603354973,0.1962338479091488,0.00012382367508667657,0.001533331449526124,0.5652826894502229
Awerial,2013-07-01,31.22946,6.150162,2.0,4565.223,56532.0,Awerial,2013-07-01,4,1.5,2.6533644661430695e-05,0.00032857102489845515,0.12113200488219061,7.075638576381519e-05,0.0008761893997292137,0.32301867968584164
Awerial,2013-10-01,31.22946,6.150162,1.0,4565.223,56532.0,Awerial,2013-10-01,5,0.6,1.0613457864572277e-05,0.00013142840995938204,0.04845280195287624,8.844548220476898e-05,0.0010952367496615172,0.40377334960730205
Awerial,2014-01-01,31.22946,6.150162,2.0,4565.223,56988.0,Awerial,2014-01-01,2,1.0,1.7547553870990382e-05,0.00021904734993230342,0.08010849652558433,3.5095107741980765e-05,0.00043809469986460684,0.16021699305116865
Awerial,2014-04-01,31.22946,6.150162,2.0,4565.223,56988.0,Awerial,2014-04-01,28,4.61,8.089422334526568e-05,0.001009808283187919,0.36930016898294377,0.0004913315083877308,0.006133325798104496,2.2430379027163614
Awerial,2014-07-01,31.22946,6.150162,3.0,4565.223,56988.0,Awerial,2014-07-01,46,8.85,0.0001552958517582649,0.001938569046900885,0.7089601942514213,0.0008071874780655576,0.010076178096885957,3.684990840176879
Awerial,2014-10-01,31.22946,6.150162,2.0,4565.223,56988.0,Awerial,2014-10-01,12,6.33,0.00011107601600336913,0.0013865697250714808,0.5070867830069489,0.0002105706464518846,0.002628568199187641,0.9613019583070119
Awerial,2015-01-01,31.22946,6.150162,2.0,4565.223,57444.0,Awerial,2015-01-01,5,0.2,3.4816516955643758e-06,4.3809469986460686e-05,0.015894516398579486,8.70412923891094e-05,0.0010952367496615172,0.39736290996448714
Awerial,2015-04-01,31.22946,6.150162,2.0,4565.223,57444.0,Awerial,2015-04-01,6,2.67,4.6480050135784415e-05,0.0005848564243192501,0.21219179392103613,0.00010444955086693127,0.0013142840995938206,0.47683549195738456
Awerial,2015-07-01,31.22946,6.150162,2.0,4565.223,57444.0,Awerial,2015-07-01,9,0.89,1.5493350045261473e-05,0.00019495214143975005,0.07073059797367871,0.0001566743263003969,0.0019714261493907308,0.7152532379360769
Awerial,2015-10-01,31.22946,6.150162,2.0,4565.223,57444.0,Awerial,2015-10-01,4,0.0,0.0,0.0,0.0,6.963303391128752e-05,0.0008761893997292137,0.3178903279715897
Awerial,2016-02-01,31.22946,6.150162,2.0,4565.223,103645.0,Awerial,2016-02-01,4,0.0,0.0,0.0,0.0,3.8593275121810026e-05,0.0008761893997292137,0.17618690723141495
Awerial,2016-06-01,31.22946,6.150162,2.0,4565.223,103645.0,Awerial,2016-06-01,2,2.5,2.4120796951131264e-05,0.0005476183748307586,0.11011681701963433,1.9296637560905013e-05,0.00043809469986460684,0.08809345361570747
Awerial,2016-10-01,31.22946,6.150162,2.0,4565.223,103645.0,Awerial,2016-10-01,7,0.86,8.297554151189155e-06,0.00018838072094178095,0.03788018505475421,6.753823146316754e-05,0.001533331449526124,0.30832708765497613
Awerial,2017-02-01,31.22946,6.150162,2.0,4565.223,149846.0,Awerial,2017-02-01,10,0.2,1.3347036290591674e-06,4.3809469986460686e-05,0.006093219705564379,6.673518145295838e-05,0.0021904734993230344,0.30466098527821894
Awerial,2017-06-01,31.22946,6.150162,2.0,4565.223,149846.0,Awerial,2017-06-01,10,2.0,1.3347036290591674e-05,0.00043809469986460684,0.06093219705564379,6.673518145295838e-05,0.0021904734993230344,0.30466098527821894
Awerial,2017-10-01,31.22946,6.150162,3.0,4565.223,149846.0,Awerial,2017-10-01,13,0.46,3.069818346836085e-06,0.00010076178096885958,0.014014405322798072,8.675573588884588e-05,0.0028476155491199443,0.3960592808616846
Awerial,2018-02-01,31.22946,6.150162,3.0,4565.223,196047.0,Awerial,2018-02-01,8,5.0,2.550408830535535e-05,0.0010952367496615172,0.11643185052563926,4.0806541288568555e-05,0.0017523787994584274,0.1862909608410228
Awerial,2018-06-01,31.22946,6.150162,3.0,4565.223,196047.0,Awerial,2018-06-01,9,1.67,8.518365493988685e-06,0.00036580907438694667,0.03888823807556351,4.590735894963963e-05,0.0019714261493907308,0.20957733094615066
Awerial,2018-10-01,31.22946,6.150162,3.0,4565.223,196047.0,Awerial,2018-10-01,5,2.8,1.4282289450998995e-05,0.0006133325798104495,0.06520183629435798,2.550408830535535e-05,0.0010952367496615172,0.11643185052563926
Awerial,2019-02-01,31.22946,6.150162,4.0,4565.223,242249.0,Awerial,2019-02-01,6,0.83,3.426226733650087e-06,0.00018180930044381182,0.01564148908767425,2.4767904098675328e-05,0.0013142840995938206,0.11307100545306688
Awerial,2019-06-01,31.22946,6.150162,4.0,4565.223,242249.0,Awerial,2019-06-01,9,0.67,2.7657492910187455e-06,0.0001467617244546433,0.01262626227559247,3.7151856148012996e-05,0.0019714261493907308,0.16960650817960032
Awerial,2019-10-01,31.22946,6.150162,3.0,4565.223,242249.0,Awerial,2019-10-01,6,0.33,1.3622347254271432e-06,7.228562547766013e-05,0.006218905299918679,2.4767904098675328e-05,0.0013142840995938206,0.11307100545306688
Awerial,2020-02-01,31.22946,6.150162,3.0,4565.223,51545.35,Awerial,2020-02-01,4,1.75,3.3950686143366955e-05,0.000383332862381531,0.15499245324748012,7.76015683276959e-05,0.0008761893997292137,0.35426846456566885
Nagero,2016-02-01,27.73822,6.471325,2.0,9237.169,26345.0,Nagero,2016-02-01,1,2.0,7.591573353577529e-05,0.00021651655393551856,0.7012464604289239,3.7957866767887644e-05,0.00010825827696775928,0.35062323021446196
Nagero,2017-10-01,27.73822,6.471325,2.0,9237.169,38582.0,Nagero,2017-10-01,1,0.0,0.0,0.0,0.0,2.591882224871702e-05,0.00010825827696775928,0.23941654139235913
Nagero,2018-10-01,27.73822,6.471325,3.0,9237.169,50819.0,Nagero,2018-10-01,6,4.17,8.2055923965446e-05,0.00045143701495555617,0.7579644371199749,0.00011806607764812373,0.0006495496618065557,1.0905963124028415
Yirol West,2013-07-01,30.48698,6.395244,2.0,4879.717,123093.0,Yirol West,2013-07-01,1,4.0,3.2495755241971514e-05,0.0008197196681692812,0.15857008928208752,8.123938810492879e-06,0.0002049299170423203,0.03964252232052188
Yirol West,2014-01-01,30.48698,6.395244,1.0,4879.717,124074.0,Yirol West,2014-01-01,1,0.0,0.0,0.0,0.0,8.059706304302271e-06,0.0002049299170423203,0.039329085868110965
Yirol West,2014-04-01,30.48698,6.395244,2.0,4879.717,124074.0,Yirol West,2014-04-01,3,1.33,1.0719409384722021e-05,0.000272556789666286,0.05230768420458758,2.4179118912906814e-05,0.0006147897511269609,0.11798725760433289
Yirol West,2014-07-01,30.48698,6.395244,2.0,4879.717,124074.0,Yirol West,2014-07-01,5,1.4,1.128358882602318e-05,0.0002869018838592484,0.055060720215355345,4.0298531521511354e-05,0.0010246495852116015,0.19664542934055482
Yirol West,2014-10-01,30.48698,6.395244,1.0,4879.717,124074.0,Yirol West,2014-10-01,1,0.0,0.0,0.0,0.0,8.059706304302271e-06,0.0002049299170423203,0.039329085868110965
Yirol West,2015-01-01,30.48698,6.395244,2.0,4879.717,125055.0,Yirol West,2015-01-01,1,0.0,0.0,0.0,0.0,7.996481548118829e-06,0.0002049299170423203,0.039020566950541756
Yirol West,2015-10-01,30.48698,6.395244,2.0,4879.717,125055.0,Yirol West,2015-10-01,2,2.0,1.5992963096237657e-05,0.0004098598340846406,0.07804113390108351,1.5992963096237657e-05,0.0004098598340846406,0.07804113390108351
Yirol West,2016-02-01,30.48698,6.395244,2.0,4879.717,132505.0,Yirol West,2016-02-01,2,13.5,0.00010188294781329006,0.002766553880071324,0.4971599524546243,1.5093770046413342e-05,0.0004098598340846406,0.07365332628957397
Yirol West,2017-06-01,30.48698,6.395244,3.0,4879.717,139955.0,Yirol West,2017-06-01,2,1.5,1.07177306991533e-05,0.00030739487556348045,0.052299492694080234,1.4290307598871066e-05,0.0004098598340846406,0.06973265692544031
Yirol West,2017-10-01,30.48698,6.395244,3.0,4879.717,139955.0,Yirol West,2017-10-01,4,10.75,7.681040334393198e-05,0.002202996608204943,0.3748130309742417,2.858061519774213e-05,0.0008197196681692812,0.13946531385088062
Yirol West,2018-02-01,30.48698,6.395244,3.0,4879.717,147406.0,Yirol West,2018-02-01,3,7.0,4.7487890587900086e-05,0.001434509419296242,0.231727466995916,2.0351953109100038e-05,0.0006147897511269609,0.0993117715696783
Yirol West,2019-02-01,30.48698,6.395244,4.0,4879.717,154856.0,Yirol West,2019-02-01,1,19.0,0.00012269463243271168,0.0038936684238040854,0.5987150836906545,6.457612233300615e-06,0.0002049299170423203,0.03151132019424498
Yirol West,2019-06-01,30.48698,6.395244,4.0,4879.717,154856.0,Yirol West,2019-06-01,8,3.88,2.5055535465206385e-05,0.0007951280781242027,0.12226392235367049,5.166089786640492e-05,0.0016394393363385624,0.2520905615539598
Yirol West,2019-10-01,30.48698,6.395244,3.0,4879.717,154856.0,Yirol West,2019-10-01,3,0.67,4.326600196311412e-06,0.0001373030444183546,0.021112584530144134,1.9372836699901844e-05,0.0006147897511269609,0.09453396058273492
Yirol West,2020-02-01,30.48698,6.395244,3.0,4879.717,111980.6,Yirol West,2020-02-01,4,6.75,6.027829820522483e-05,0.001383276940035662,0.2941410364831051,3.5720473010503606e-05,0.0008197196681692812,0.1743057993973956
Tambura,2018-10-01,27.14454,6.043462,2.0,12551.86,44350.0,Tambura,2018-10-01,1,0.0,0.0,0.0,0.0,2.2547914317925593e-05,7.966946731400764e-05,0.2830182638105975
Wau,2016-02-01,27.29823,7.284772,2.0,19293.26,166443.0,Wau,2016-02-01,1,0.0,0.0,0.0,0.0,6.008062820304849e-06,5.1831572269279536e-05,0.11591511808847474
Wau,2016-06-01,27.29823,7.284772,4.0,19293.26,166443.0,Wau,2016-06-01,4,3.5,2.1028219871066974e-05,0.00018141050294247837,0.4057029133096616,2.4032251281219397e-05,0.00020732628907711815,0.46366047235389896
Wau,2016-10-01,27.29823,7.284772,4.0,19293.26,166443.0,Wau,2016-10-01,1,0.0,0.0,0.0,0.0,6.008062820304849e-06,5.1831572269279536e-05,0.11591511808847474
Wau,2017-02-01,27.29823,7.284772,4.0,19293.26,141145.0,Wau,2017-02-01,1,0.0,0.0,0.0,0.0,7.084912678451238e-06,5.1831572269279536e-05,0.13669106238265613
Wau,2017-10-01,27.29823,7.284772,4.0,19293.26,141145.0,Wau,2017-10-01,4,2.25,1.5941053526515287e-05,0.00011662103760587895,0.3075548903609763,2.8339650713804953e-05,0.00020732628907711815,0.5467642495306245
Pibor,2012-01-01,33.5681,6.396368,3.0,33147.44,187342.0,Pibor,2012-01-01,1,0.0,0.0,0.0,0.0,5.337831345880795e-06,3.016824225339875e-05,0.1769354442677029
Pibor,2012-04-01,33.5681,6.396368,3.0,33147.44,187342.0,Pibor,2012-04-01,4,186.75,0.0009968400038432386,0.005633919240822217,33.04269421699352,2.135132538352318e-05,0.000120672969013595,0.7077417770708117
Pibor,2012-07-01,33.5681,6.396368,3.0,33147.44,187342.0,Pibor,2012-07-01,5,478.8,0.002555753648407725,0.014444554390927324,84.71669071537616,2.668915672940398e-05,0.00015084121126699376,0.8846772213385146
Pibor,2012-10-01,33.5681,6.396368,3.0,33147.44,187342.0,Pibor,2012-10-01,2,0.5,2.6689156729403977e-06,1.5084121126699376e-05,0.08846772213385146,1.067566269176159e-05,6.03364845067975e-05,0.3538708885354058
