district,date,centx,centy,ipc,area,pop,closest_district,date_future,conflict_count,fatalities,fatalities_per_pop,fatalities_per_area,fatalities_per_poparea,conflicts_per_pop,conflicts_per_area,conflicts_per_poparea
Gogrial West,2018-10-01,28.10997,8.56744,2.0,4419.444,467697.0,Gogrial West,2018-10-01,1,0.0,0.0,0.0,0.0,2.1381364430389763e-06,0.00022627280716759843,0.009449374274369945
Gogrial West,2019-06-01,28.10997,8.56744,3.0,4419.444,530482.0,Gogrial West,2019-06-01,1,0.0,0.0,0.0,0.0,1.8850780987856327e-06,0.00022627280716759843,0.008330997093209572
Aweil West,2012-01-01,26.72393,8.930423,3.0,5028.674,178284.0,Aweil West,2012-01-01,2,45.5,0.0002552107872832111,0.009048110893647113,1.283371850530614,1.1218056583877408e-05,0.00039771916016031263,0.056411949473873145
Twic,2012-10-01,28.39142,9.135197,2.0,3960.409,234880.0,Twic,2012-10-01,1,0.0,0.0,0.0,0.0,4.257493188010899e-06,0.0002524991736964541,0.016861414339237057
Twic,2013-07-01,28.39142,9.135197,2.0,3960.409,234899.0,Twic,2013-07-01,1,0.0,0.0,0.0,0.0,4.257148817151201e-06,0.0002524991736964541,0.01686005048978497
Twic,2013-10-01,28.39142,9.135197,2.0,3960.409,234899.0,Twic,2013-10-01,2,2.0,8.514297634302402e-06,0.0005049983473929082,0.03372010097956994,8.514297634302402e-06,0.0005049983473929082,0.03372010097956994
Twic,2014-01-01,28.39142,9.135197,2.0,3960.409,234917.0,Twic,2014-01-01,1,0.0,0.0,0.0,0.0,4.256822622458145e-06,0.0002524991736964541,0.016858758625386838
Twic,2014-07-01,28.39142,9.135197,2.0,3960.409,234917.0,Twic,2014-07-01,2,8.5,3.618299229089423e-05,0.0021462429764198595,0.14329944831578814,8.51364524491629e-06,0.0005049983473929082,0.033717517250773675
Twic,2014-10-01,28.39142,9.135197,1.0,3960.409,234917.0,Twic,2014-10-01,5,19.6,8.343372340017964e-05,0.0049489838044505,0.3304316690575821,2.1284113112290725e-05,0.0012624958684822705,0.08429379312693419
Twic,2015-01-01,28.39142,9.135197,2.0,3960.409,234936.0,Twic,2015-01-01,3,2.67,1.1364797221370926e-05,0.0006741727937695323,0.045009245198692406,1.2769435080192052e-05,0.0007574975210893622,0.05057218561650832
Twic,2015-04-01,28.39142,9.135197,2.0,3960.409,234936.0,Twic,2015-04-01,3,3.33,1.4174072939013179e-05,0.0008408222484091921,0.05613512603432424,1.2769435080192052e-05,0.0007574975210893622,0.05057218561650832
Twic,2015-07-01,28.39142,9.135197,2.0,3960.409,234936.0,Twic,2015-07-01,4,1.75,7.448837130112031e-06,0.0004418735539687946,0.029500441609629856,1.702591344025607e-05,0.0010099966947858163,0.0674295808220111
Twic,2015-10-01,28.39142,9.135197,2.0,3960.409,234936.0,Twic,2015-10-01,2,1.0,4.256478360064017e-06,0.0002524991736964541,0.016857395205502775,8.512956720128034e-06,0.0005049983473929082,0.03371479041100555
Twic,2016-02-01,28.39142,9.135197,2.0,3960.409,210665.0,Twic,2016-02-01,1,0.0,0.0,0.0,0.0,4.746872997412954e-06,0.0002524991736964541,0.01879955854081124
Twic,2016-06-01,28.39142,9.135197,3.0,3960.409,210665.0,Twic,2016-06-01,2,4.0,1.8987491989651818e-05,0.0010099966947858163,0.07519823416324496,9.493745994825909e-06,0.0005049983473929082,0.03759911708162248
Twic,2016-10-01,28.39142,9.135197,2.0,3960.409,210665.0,Twic,2016-10-01,2,1.0,4.746872997412954e-06,0.0002524991736964541,0.01879955854081124,9.493745994825909e-06,0.0005049983473929082,0.03759911708162248
Twic,2017-06-01,28.39142,9.135197,3.0,3960.409,186394.0,Twic,2017-06-01,1,2.0,1.0729959118855756e-05,0.0005049983473929082,0.042495026663948415,5.364979559427878e-06,0.0002524991736964541,0.021247513331974208
Twic,2017-10-01,28.39142,9.135197,3.0,3960.409,186394.0,Twic,2017-10-01,5,1.8,9.656963206970181e-06,0.0004544985126536173,0.03824552399755357,2.6824897797139393e-05,0.0012624958684822705,0.10623756665987104
Twic,2018-02-01,28.39142,9.135197,3.0,3960.409,162123.0,Twic,2018-02-01,3,1.33,8.203647847621868e-06,0.00033582390101628395,0.03248980076855228,1.8504468829222258e-05,0.0007574975210893622,0.0732852648914713
Twic,2018-06-01,28.39142,9.135197,3.0,3960.409,162123.0,Twic,2018-06-01,3,0.67,4.132664705192971e-06,0.00016917444637662424,0.01636704249242859,1.8504468829222258e-05,0.0007574975210893622,0.0732852648914713
Twic,2018-10-01,28.39142,9.135197,2.0,3960.409,162123.0,Twic,2018-10-01,1,4.0,2.4672625105629677e-05,0.0010099966947858163,0.09771368652196173,6.168156276407419e-06,0.0002524991736964541,0.024428421630490433
Twic,2019-02-01,28.39142,9.135197,3.0,3960.409,137852.0,Twic,2019-02-01,1,1.0,7.2541566317499925e-06,0.0002524991736964541,0.028729427211792356,7.2541566317499925e-06,0.0002524991736964541,0.028729427211792356
Twic,2019-06-01,28.39142,9.135197,3.0,3960.409,137852.0,Twic,2019-06-01,6,2.17,1.5741519890897484e-05,0.0005479232069213054,0.06234285704958941,4.3524939790499956e-05,0.0015149950421787244,0.17237656327075415
Twic,2019-10-01,28.39142,9.135197,3.0,3960.409,137852.0,Twic,2019-10-01,9,4.0,2.901662652699997e-05,0.0010099966947858163,0.11491770884716943,6.528740968574994e-05,0.0022724925632680868,0.2585648449061312
Pigi,2015-10-01,31.4421,9.083722,3.0,4464.961,132164.0,Pigi,2015-10-01,1,9.0,6.809721255409945e-05,0.0020156950978967116,0.30405139826276445,7.5663569504554945e-06,0.0002239661219885235,0.033783488695862715
Pigi,2017-06-01,31.4421,9.083722,4.0,4464.961,113569.0,Pigi,2017-06-01,1,0.0,0.0,0.0,0.0,8.805219734258468e-06,0.0002239661219885235,0.03931496270989443
Mayom,2012-04-01,29.2165,9.094566,3.0,4278.039,155354.0,Mayom,2012-04-01,4,23.75,0.00015287665589556755,0.005551609043302317,0.6540122961108178,2.5747647308727164e-05,0.0009350078388719692,0.11014943934497984
Mayom,2012-10-01,29.2165,9.094566,2.0,4278.039,155354.0,Mayom,2012-10-01,2,0.0,0.0,0.0,0.0,1.2873823654363582e-05,0.0004675039194359846,0.05507471967248992
Mayom,2013-01-01,29.2165,9.094566,2.0,4278.039,159868.0,Mayom,2013-01-01,1,2.0,1.2510321014837241e-05,0.0004675039194359846,0.05351964120399329,6.2551605074186205e-06,0.0002337519597179923,0.026759820601996644
Mayom,2013-07-01,29.2165,9.094566,2.0,4278.039,159868.0,Mayom,2013-07-01,3,9.0,5.6296444566767586e-05,0.0021037676374619308,0.2408383854179698,1.876548152225586e-05,0.0007012558791539769,0.08027946180598994
Mayom,2013-10-01,29.2165,9.094566,2.0,4278.039,159868.0,Mayom,2013-10-01,3,1.67,1.0446118047389095e-05,0.00039036577272904714,0.044688900405334395,1.876548152225586e-05,0.0007012558791539769,0.08027946180598994
Mayom,2014-01-01,29.2165,9.094566,2.0,4278.039,164382.0,Mayom,2014-01-01,2,2.0,1.2166782251098053e-05,0.0004675039194359846,0.052049968974705256,1.2166782251098053e-05,0.0004675039194359846,0.052049968974705256
Mayom,2014-04-01,29.2165,9.094566,3.0,4278.039,164382.0,Mayom,2014-04-01,3,0.0,0.0,0.0,0.0,1.8250173376647077e-05,0.0007012558791539769,0.07807495346205788
Mayom,2014-07-01,29.2165,9.094566,3.0,4278.039,164382.0,Mayom,2014-07-01,16,7.75,4.714628122300495e-05,0.0018115776878144404,0.20169362977698285,9.733425800878442e-05,0.003740031355487877,0.41639975179764205
Mayom,2014-10-01,29.2165,9.094566,2.0,4278.039,164382.0,Mayom,2014-10-01,16,3.38,2.0561862004355708e-05,0.0007900816238468139,0.08796444756725189,9.733425800878442e-05,0.003740031355487877,0.41639975179764205
Mayom,2015-01-01,29.2165,9.094566,2.0,4278.039,168895.0,Mayom,2015-01-01,13,5.08,3.0077859024837916e-05,0.001187459955367401,0.12867425394475857,7.697089907930964e-05,0.0030387754763339,0.3292845081263507
Mayom,2015-04-01,29.2165,9.094566,2.0,4278.039,168895.0,Mayom,2015-04-01,3,4.33,2.5637230231800823e-05,0.0010121459855789066,0.10967707078362296,1.7762515172148377e-05,0.0007012558791539769,0.07598873264454246
Mayom,2015-07-01,29.2165,9.094566,3.0,4278.039,168895.0,Mayom,2015-07-01,5,0.4,2.3683353562864502e-06,9.350078388719693e-05,0.01013183101927233,2.9604191953580628e-05,0.0011687597985899614,0.1266478877409041
Mayom,2015-10-01,29.2165,9.094566,2.0,4278.039,168895.0,Mayom,2015-10-01,6,4.83,2.8597649427158888e-05,0.0011290219654379028,0.12234185955771337,3.552503034429675e-05,0.0014025117583079537,0.15197746528908493
Mayom,2016-02-01,29.2165,9.094566,2.0,4278.039,152060.0,Mayom,2016-02-01,1,25.0,0.00016440878600552412,0.005843798992949807,0.7033471984742864,6.576351440220966e-06,0.0002337519597179923,0.028133887938971456
Mayom,2016-10-01,29.2165,9.094566,2.0,4278.039,152060.0,Mayom,2016-10-01,3,7.0,4.603446008154676e-05,0.001636263718025946,0.1969372155728002,1.9729054320662897e-05,0.0007012558791539769,0.08440166381691437
Mayom,2017-06-01,29.2165,9.094566,3.0,4278.039,135224.0,Mayom,2017-06-01,3,0.67,4.9547417618174295e-06,0.00015661381301105485,0.021196578491983673,2.2185410873809383e-05,0.0007012558791539769,0.09491005294918062
Mayom,2017-10-01,29.2165,9.094566,3.0,4278.039,135224.0,Mayom,2017-10-01,1,0.0,0.0,0.0,0.0,7.395136957936461e-06,0.0002337519597179923,0.031636684316393535
Mayom,2018-02-01,29.2165,9.094566,3.0,4278.039,118388.0,Mayom,2018-02-01,3,1.67,1.4106159408048112e-05,0.00039036577272904714,0.06034670008784674,2.534040612224212e-05,0.0007012558791539769,0.10840724566679055
Mayom,2018-06-01,29.2165,9.094566,3.0,4278.039,118388.0,Mayom,2018-06-01,2,3.0,2.534040612224212e-05,0.0007012558791539769,0.10840724566679055,1.6893604081494745e-05,0.0004675039194359846,0.0722714971111937
Mayom,2018-10-01,29.2165,9.094566,3.0,4278.039,118388.0,Mayom,2018-10-01,11,5.73,4.840017569348245e-05,0.001339398729184096,0.20705783922356996,9.29148224482211e-05,0.0025712715568979153,0.39749323411156534
Mayom,2019-02-01,29.2165,9.094566,3.0,4278.039,101552.0,Mayom,2019-02-01,1,0.0,0.0,0.0,0.0,9.847171892232552e-06,0.0002337519597179923,0.04212658539467465
Mayom,2019-06-01,29.2165,9.094566,3.0,4278.039,101552.0,Mayom,2019-06-01,1,270.0,0.002658736410902789,0.06311302912385792,11.374178056562155,9.847171892232552e-06,0.0002337519597179923,0.04212658539467465
Mayom,2020-02-01,29.2165,9.094566,3.0,4278.039,168303.3,Mayom,2020-02-01,1,13.0,7.724150388019724e-05,0.0030387754763339,0.33044216601813514,5.9416541446305575e-06,0.0002337519597179923,0.025418628155241166
Abiemnhom,2012-10-01,29.13019,9.550939,2.0,2408.233,22750.0,Abiemnhom,2012-10-01,2,3.5,0.00015384615384615385,0.0014533477450064008,0.3704973846153847,8.791208791208791e-05,0.0008304844257179434,0.21171279120879125
Abiemnhom,2013-10-01,29.13019,9.550939,2.0,2408.233,23383.0,Abiemnhom,2013-10-01,1,8.0,0.0003421288970619681,0.0033219377028717734,0.8239261001582346,4.276611213274601e-05,0.0004152422128589717,0.10299076251977933
Abiemnhom,2014-04-01,29.13019,9.550939,3.0,2408.233,24016.0,Abiemnhom,2014-04-01,2,4.0,0.00016655562958027982,0.0016609688514358867,0.40110476349100604,8.327781479013991e-05,0.0008304844257179434,0.20055238174550302
Abiemnhom,2015-07-01,29.13019,9.550939,3.0,2408.233,24648.0,Abiemnhom,2015-07-01,1,0.0,0.0,0.0,0.0,4.057124310288867e-05,0.0004152422128589717,0.0977050064913989
Abiemnhom,2015-10-01,29.13019,9.550939,2.0,2408.233,24648.0,Abiemnhom,2015-10-01,3,13.67,0.0005546088932164881,0.005676361049782142,1.3356274387374232,0.00012171372930866602,0.001245726638576915,0.2931150194741967
Abiemnhom,2017-10-01,29.13019,9.550939,2.0,2408.233,128907.0,Abiemnhom,2017-10-01,1,1.0,7.757530622852134e-06,0.0004152422128589717,0.018681941244463065,7.757530622852134e-06,0.0004152422128589717,0.018681941244463065
Abiemnhom,2018-10-01,29.13019,9.550939,3.0,2408.233,181037.0,Abiemnhom,2018-10-01,1,3.0,1.6571198152863778e-05,0.001245726638576915,0.0399073062412656,5.52373271762126e-06,0.0004152422128589717,0.013302435413755202
Abiemnhom,2019-06-01,29.13019,9.550939,3.0,2408.233,233166.0,Abiemnhom,2019-06-01,1,3.0,1.286636988240138e-05,0.001245726638576915,0.030985216541005126,4.28878996080046e-06,0.0004152422128589717,0.010328405513668374
Abiemnhom,2019-10-01,29.13019,9.550939,3.0,2408.233,233166.0,Abiemnhom,2019-10-01,7,1.43,6.132969643944657e-06,0.0005937963643883295,0.014769619884545775,3.002152972560322e-05,0.0029066954900128015,0.07229883859567862
Longchuk,2014-10-01,33.52691,9.255936,2.0,6953.015,84465.0,Longchuk,2014-10-01,2,30.0,0.0003551767004084532,0.004314675000701135,2.4695489255904812,2.367844669389688e-05,0.0002876450000467423,0.16463659503936542
Longchuk,2015-07-01,33.52691,9.255936,3.0,6953.015,86428.0,Longchuk,2015-07-01,1,0.0,0.0,0.0,0.0,1.157032443189707e-05,0.00014382250002337114,0.08044863932984682
Longchuk,2015-10-01,33.52691,9.255936,2.0,6953.015,86428.0,Longchuk,2015-10-01,1,0.0,0.0,0.0,0.0,1.157032443189707e-05,0.00014382250002337114,0.08044863932984682
Longchuk,2017-10-01,33.52691,9.255936,3.0,6953.015,81321.0,Longchuk,2017-10-01,29,0.0,0.0,0.0,0.0,0.0003566114533761267,0.004170852500677763,2.47952478449601
Longchuk,2018-02-01,33.52691,9.255936,4.0,6953.015,78767.0,Longchuk,2018-02-01,12,5.17,6.563662447471657e-05,0.0007435623251208288,0.4563724345220715,0.00015234806454479668,0.0017258700002804538,1.0592783780009396
Longchuk,2018-06-01,33.52691,9.255936,3.0,6953.015,78767.0,Longchuk,2018-06-01,1,0.0,0.0,0.0,0.0,1.2695672045399724e-05,0.00014382250002337114,0.08827319816674496
Fangak,2014-10-01,30.68803,9.071977,2.0,7787.117,144514.0,Fangak,2014-10-01,1,0.0,0.0,0.0,0.0,6.919744799811783e-06,0.0001284172306644423,0.05388486236627594
Fangak,2015-04-01,30.68803,9.071977,3.0,7787.117,147605.0,Fangak,2015-04-01,16,8.0,5.419870600589411e-05,0.0010273378453155384,0.42205166491650015,0.00010839741201178822,0.002054675690631077,0.8441033298330003
Fangak,2015-07-01,30.68803,9.071977,4.0,7787.117,147605.0,Fangak,2015-07-01,1,0.0,0.0,0.0,0.0,6.774838250736764e-06,0.0001284172306644423,0.05275645811456252
Fangak,2015-10-01,30.68803,9.071977,3.0,7787.117,147605.0,Fangak,2015-10-01,1,0.0,0.0,0.0,0.0,6.774838250736764e-06,0.0001284172306644423,0.05275645811456252
Fangak,2016-02-01,30.68803,9.071977,3.0,7787.117,224252.0,Fangak,2016-02-01,5,0.0,0.0,0.0,0.0,2.2296345183097588e-05,0.0006420861533222115,0.17362424861316733
Fangak,2017-06-01,30.68803,9.071977,4.0,7787.117,300898.0,Fangak,2017-06-01,1,0.0,0.0,0.0,0.0,3.3233853332358473e-06,0.0001284172306644423,0.025879590425991535
Fangak,2017-10-01,30.68803,9.071977,3.0,7787.117,300898.0,Fangak,2017-10-01,2,0.0,0.0,0.0,0.0,6.646770666471695e-06,0.0002568344613288846,0.05175918085198307
Fangak,2019-02-01,30.68803,9.071977,3.0,7787.117,454192.0,Fangak,2019-02-01,1,1.0,2.201712051291084e-06,0.0001284172306644423,0.01714498934371367,2.201712051291084e-06,0.0001284172306644423,0.01714498934371367
Fangak,2019-06-01,30.68803,9.071977,3.0,7787.117,454192.0,Fangak,2019-06-01,1,0.0,0.0,0.0,0.0,2.201712051291084e-06,0.0001284172306644423,0.01714498934371367
Maban,2013-07-01,33.45998,10.02391,2.0,11866.22,62310.0,Maban,2013-07-01,2,0.0,0.0,0.0,0.0,3.209757663296421e-05,0.00016854566997746544,0.38087690579361255
Maban,2013-10-01,33.45998,10.02391,2.0,11866.22,62310.0,Maban,2013-10-01,1,0.0,0.0,0.0,0.0,1.6048788316482106e-05,8.427283498873272e-05,0.19043845289680628
Maban,2014-07-01,33.45998,10.02391,3.0,11866.22,63801.0,Maban,2014-07-01,14,6.93,0.0001086189871632106,0.0005840107464719177,1.2888967978558328,0.00021943229729941537,0.001179819689842258,2.6038319148602684
Maban,2014-10-01,33.45998,10.02391,2.0,11866.22,63801.0,Maban,2014-10-01,4,0.75,1.175530164104011e-05,6.320462624154954e-05,0.13949099543894294,6.269494208554725e-05,0.0003370913399549309,0.7439519756743624
Maban,2015-01-01,33.45998,10.02391,2.0,11866.22,65292.0,Maban,2015-01-01,11,2.27,3.476689334068492e-05,0.0001912993354244233,0.41255160509710226,0.00016847393248790052,0.00092700118487606,1.9991487471665748
Maban,2015-04-01,33.45998,10.02391,2.0,11866.22,65292.0,Maban,2015-04-01,4,1.75,2.6802671077620535e-05,0.00014747746123028226,0.31804639159468234,6.126324817741837e-05,0.0003370913399549309,0.7269631807878454
Maban,2015-07-01,33.45998,10.02391,2.0,11866.22,65292.0,Maban,2015-07-01,6,3.67,5.620903020278135e-05,0.0003092813044086491,0.6669887183728481,9.189487226612754e-05,0.0005056370099323963,1.090444771181768
Maban,2015-10-01,33.45998,10.02391,2.0,11866.22,65292.0,Maban,2015-10-01,4,1.0,1.5315812044354592e-05,8.427283498873272e-05,0.18174079519696135,6.126324817741837e-05,0.0003370913399549309,0.7269631807878454
Maban,2016-02-01,33.45998,10.02391,2.0,11866.22,74231.0,Maban,2016-02-01,8,1.25,1.6839325888106047e-05,0.00010534104373591591,0.19981914563996173,0.0001077716856838787,0.0006741826799098618,1.278842532095755
Maban,2016-06-01,33.45998,10.02391,2.0,11866.22,74231.0,Maban,2016-06-01,5,0.4,5.3885842841939355e-06,3.370913399549309e-05,0.06394212660478776,6.735730355242419e-05,0.00042136417494366364,0.7992765825598469
Maban,2016-10-01,33.45998,10.02391,2.0,11866.22,74231.0,Maban,2016-10-01,3,1.0,1.3471460710484838e-05,8.427283498873272e-05,0.15985531651196938,4.0414382131454514e-05,0.0002528185049661982,0.47956594953590814
Maban,2017-02-01,33.45998,10.02391,2.0,11866.22,83170.0,Maban,2017-02-01,10,2.7,3.2463628712276065e-05,0.00022753665446957838,0.38522056029818447,0.00012023566189731875,0.0008427283498873273,1.4267428159192017
Maban,2017-06-01,33.45998,10.02391,2.0,11866.22,83170.0,Maban,2017-06-01,5,30.6,0.0003679211254057954,0.0025787487506552216,4.365833016712757,6.0117830948659375e-05,0.00042136417494366364,0.7133714079596009
Maban,2017-10-01,33.45998,10.02391,2.0,11866.22,83170.0,Maban,2017-10-01,11,13.91,0.00016724780569917036,0.0011722351346932721,1.9845992569436095,0.00013225922808705063,0.00092700118487606,1.5694170975111217
Maban,2018-02-01,33.45998,10.02391,3.0,11866.22,92108.0,Maban,2018-02-01,3,12.33,0.00013386459373778607,0.0010390840554110746,1.5884667195031918,3.25704607634516e-05,0.0002528185049661982,0.38648825292048467
Maban,2018-10-01,33.45998,10.02391,3.0,11866.22,92108.0,Maban,2018-10-01,3,9.67,0.00010498545186085899,0.0008149183143410455,1.2457804685803622,3.25704607634516e-05,0.0002528185049661982,0.38648825292048467
Maban,2019-02-01,33.45998,10.02391,3.0,11866.22,101047.0,Maban,2019-02-01,1,0.0,0.0,0.0,0.0,9.89638485061407e-06,8.427283498873272e-05,0.11743267984205369
Maban,2019-06-01,33.45998,10.02391,3.0,11866.22,101047.0,Maban,2019-06-01,1,0.0,0.0,0.0,0.0,9.89638485061407e-06,8.427283498873272e-05,0.11743267984205369
Maban,2019-10-01,33.45998,10.02391,4.0,11866.22,101047.0,Maban,2019-10-01,2,0.5,4.948192425307035e-06,4.213641749436636e-05,0.058716339921026844,1.979276970122814e-05,0.00016854566997746544,0.23486535968410738
Maban,2020-02-01,33.45998,10.02391,3.0,11866.22,63985.82,Maban,2020-02-01,2,0.0,0.0,0.0,0.0,3.125692536252563e-05,0.00016854566997746544,0.3709015528753089
Guit,2014-10-01,30.07519,9.197522,3.0,3458.709,45388.0,Guit,2014-10-01,2,0.0,0.0,0.0,0.0,4.406451044328897e-05,0.0005782504396871781,0.15240631885079756
Guit,2015-01-01,30.07519,9.197522,2.0,3458.709,46637.0,Guit,2015-01-01,5,8.6,0.0001844029418701889,0.002486476890654866,0.6377961146728991,0.0001072110127152261,0.0014456260992179453,0.3708116945772669
Guit,2015-07-01,30.07519,9.197522,4.0,3458.709,46637.0,Guit,2015-07-01,2,4.0,8.576881017218089e-05,0.0011565008793743563,0.29664935566181355,4.288440508609044e-05,0.0005782504396871781,0.14832467783090678
Guit,2015-10-01,30.07519,9.197522,4.0,3458.709,46637.0,Guit,2015-10-01,9,7.67,0.00016446169350515683,0.002217590436200328,0.5688251394815275,0.000192979822887407,0.0026021269785923016,0.6674610502390805
Guit,2016-02-01,30.07519,9.197522,4.0,3458.709,160032.0,Guit,2016-02-01,3,9.33,5.8300839832033596e-05,0.002697538301140686,0.20164563943461306,1.874625074985003e-05,0.0008673756595307671,0.06483782618476304
Guit,2016-06-01,30.07519,9.197522,4.0,3458.709,160032.0,Guit,2016-06-01,2,0.0,0.0,0.0,0.0,1.249750049990002e-05,0.0005782504396871781,0.043225217456508695
Guit,2017-02-01,30.07519,9.197522,4.0,3458.709,273427.0,Guit,2017-02-01,1,0.0,0.0,0.0,0.0,3.657283296821455e-06,0.0002891252198435891,0.012649478654266038
Guit,2017-06-01,30.07519,9.197522,3.0,3458.709,273427.0,Guit,2017-06-01,1,9.0,3.29155496713931e-05,0.0026021269785923016,0.11384530788839434,3.657283296821455e-06,0.0002891252198435891,0.012649478654266038
Guit,2017-10-01,30.07519,9.197522,3.0,3458.709,273427.0,Guit,2017-10-01,1,0.0,0.0,0.0,0.0,3.657283296821455e-06,0.0002891252198435891,0.012649478654266038
Guit,2018-02-01,30.07519,9.197522,3.0,3458.709,386821.0,Guit,2018-02-01,5,6.4,1.6545120352824693e-05,0.0018504014069989701,0.05722475667039793,1.292587527564429e-05,0.0014456260992179453,0.044706841148748386
Guit,2018-06-01,30.07519,9.197522,3.0,3458.709,386821.0,Guit,2018-06-01,1,0.0,0.0,0.0,0.0,2.585175055128858e-06,0.0002891252198435891,0.008941368229749678
Guit,2018-10-01,30.07519,9.197522,3.0,3458.709,386821.0,Guit,2018-10-01,3,7.0,1.8096225385902007e-05,0.002023876538905123,0.06258957760824774,7.755525165386573e-06,0.0008673756595307671,0.02682410468924903
Guit,2019-02-01,30.07519,9.197522,4.0,3458.709,500216.0,Guit,2019-02-01,4,2.5,4.997840932717066e-06,0.0007228130496089726,0.01728607741455691,7.996545492347306e-06,0.0011565008793743563,0.027657723863291055
Guit,2019-06-01,30.07519,9.197522,4.0,3458.709,500216.0,Guit,2019-06-01,9,5.56,1.1115198234362754e-05,0.001607536222330355,0.03844423616997456,1.799222735778144e-05,0.0026021269785923016,0.06222987869240487
Aweil East,2013-01-01,27.61364,9.243139,2.0,6400.981,329842.0,Aweil East,2013-01-01,1,1.0,3.0317545976558473e-06,0.00015622605347524076,0.019406203576257722,3.0317545976558473e-06,0.00015622605347524076,0.019406203576257722
Aweil East,2013-07-01,27.61364,9.243139,3.0,6400.981,329842.0,Aweil East,2013-07-01,6,2.67,8.094784775741112e-06,0.0004171235627788928,0.05181456354860812,1.8190527585935084e-05,0.0009373563208514446,0.11643722145754634
Aweil East,2013-10-01,27.61364,9.243139,2.0,6400.981,329842.0,Aweil East,2013-10-01,3,7.0,2.122228218359093e-05,0.0010935823743266854,0.13584342503380406,9.095263792967542e-06,0.0004686781604257223,0.05821861072877317
Aweil East,2014-04-01,27.61364,9.243139,2.0,6400.981,324707.0,Aweil East,2014-04-01,1,0.0,0.0,0.0,0.0,3.0796995445124375e-06,0.00015622605347524076,0.019713098270132765
Aweil East,2014-10-01,27.61364,9.243139,1.0,6400.981,324707.0,Aweil East,2014-10-01,1,1.0,3.0796995445124375e-06,0.00015622605347524076,0.019713098270132765,3.0796995445124375e-06,0.00015622605347524076,0.019713098270132765
Aweil East,2015-01-01,27.61364,9.243139,2.0,6400.981,319572.0,Aweil East,2015-01-01,1,2.0,6.258370570638229e-06,0.0003124521069504815,0.040059711113614456,3.1291852853191145e-06,0.00015622605347524076,0.020029855556807228
Aweil East,2016-06-01,27.61364,9.243139,4.0,6400.981,286078.0,Aweil East,2016-06-01,1,6.0,2.0973300987842476e-05,0.0009373563208514446,0.13424970113046092,3.495550164640413e-06,0.00015622605347524076,0.022374950188410153
Aweil East,2016-10-01,27.61364,9.243139,3.0,6400.981,286078.0,Aweil East,2016-10-01,6,4.0,1.3982200658561652e-05,0.000624904213900963,0.08949980075364061,2.0973300987842476e-05,0.0009373563208514446,0.13424970113046092
Aweil East,2017-02-01,27.61364,9.243139,3.0,6400.981,252584.0,Aweil East,2017-02-01,1,0.0,0.0,0.0,0.0,3.959078959870776e-06,0.00015622605347524076,0.025341989199632597
Aweil East,2017-06-01,27.61364,9.243139,4.0,6400.981,252584.0,Aweil East,2017-06-01,2,3.5,1.3856776359547716e-05,0.0005467911871633427,0.08869696219871409,7.918157919741551e-06,0.0003124521069504815,0.050683978399265195
Aweil East,2017-10-01,27.61364,9.243139,3.0,6400.981,252584.0,Aweil East,2017-10-01,5,4.0,1.5836315839483103e-05,0.000624904213900963,0.10136795679853039,1.979539479935388e-05,0.0007811302673762037,0.126709945998163
Aweil East,2018-02-01,27.61364,9.243139,3.0,6400.981,219090.0,Aweil East,2018-02-01,3,4.67,2.1315441142909306e-05,0.0007295756697293743,0.13643973376238075,1.3693002875530605e-05,0.0004686781604257223,0.08764865123921675
Aweil East,2018-06-01,27.61364,9.243139,3.0,6400.981,219090.0,Aweil East,2018-06-01,2,0.0,0.0,0.0,0.0,9.128668583687069e-06,0.0003124521069504815,0.05843243415947783
Aweil East,2018-10-01,27.61364,9.243139,3.0,6400.981,219090.0,Aweil East,2018-10-01,1,0.0,0.0,0.0,0.0,4.564334291843534e-06,0.00015622605347524076,0.029216217079738916
Aweil East,2019-06-01,27.61364,9.243139,4.0,6400.981,185596.0,Aweil East,2019-06-01,1,0.0,0.0,0.0,0.0,5.388047156188711e-06,0.00015622605347524076,0.03448878747386797
Aweil East,2020-02-01,27.61364,9.243139,3.0,6400.981,255696.7,Aweil East,2020-02-01,2,4.0,1.564353392124341e-05,0.000624904213900963,0.10013396340273456,7.821766960621704e-06,0.0003124521069504815,0.05006698170136728
Pariang,2012-04-01,30.1188,9.815146,3.0,9006.226,104962.0,Pariang,2012-04-01,1,0.0,0.0,0.0,0.0,9.527257483660753e-06,0.00011103430004976557,0.08580463405804006
Pariang,2012-07-01,30.1188,9.815146,3.0,9006.226,104962.0,Pariang,2012-07-01,1,80.0,0.0007621805986928603,0.008882744003981246,6.864370724643205,9.527257483660753e-06,0.00011103430004976557,0.08580463405804006
Pariang,2012-10-01,30.1188,9.815146,3.0,9006.226,104962.0,Pariang,2012-10-01,2,15.0,0.0001429088622549113,0.0016655145007464834,1.287069510870601,1.9054514967321506e-05,0.00022206860009953115,0.17160926811608013
Pariang,2013-07-01,30.1188,9.815146,2.0,9006.226,108013.0,Pariang,2013-07-01,3,1.0,9.258144852934369e-06,0.00011103430004976557,0.0833809448862637,2.7774434558803108e-05,0.0003331029001492967,0.2501428346587911
Pariang,2014-01-01,30.1188,9.815146,2.0,9006.226,111064.0,Pariang,2014-01-01,3,3.0,2.701145285601095e-05,0.0003331029001492967,0.24327124900958008,2.701145285601095e-05,0.0003331029001492967,0.24327124900958008
